"","x"
"402","15"
"403","16"
"404","16"
"405","16"
"406","16"
"407","16"
"408","16"
"409","16"
"410","16"
"411","16"
"412","16"
"413","16"
"414","16"
"415","16"
"416","16"
"417","16"
"418","16"
"419","16"
"420","16"
"421","16"
"422","16"
"423","16"
"424","16"
"425","16"
"426","17"
"427","17"
"428","17"
"429","17"
"430","17"
"431","17"
"432","17"
"433","17"
"434","17"
"435","17"
"436","17"
"437","17"
"438","17"
"439","17"
"440","17"
"441","17"
"442","17"
"443","17"
"444","17"
"445","17"
"446","17"
"447","17"
"448","17"
"449","17"
"450","18"
"451","18"
"452","18"
"453","18"
"454","18"
"455","18"
"456","18"
"457","18"
"458","18"
"459","18"
"460","18"
"461","18"
"462","18"
"463","18"
"464","18"
"465","18"
"466","18"
"467","18"
"468","18"
"469","18"
"470","18"
"471","18"
"472","18"
"473","18"
"474","18"
"475","19"
"476","19"
"477","19"
"478","19"
"479","19"
"480","19"
"481","19"
"482","19"
"483","19"
"484","19"
"485","19"
"486","19"
"487","19"
"488","19"
"489","19"
"490","19"
"491","19"
"492","19"
"493","19"
"494","19"
"495","19"
"496","19"
"497","19"
"498","19"
"499","20"
"500","20"
"501","20"
"502","20"
"503","20"
"504","20"
"505","20"
"506","20"
"507","20"
"508","20"
"509","20"
"510","20"
"511","20"
"512","20"
"513","20"
"514","20"
"515","20"
"516","20"
"517","20"
"518","20"
"519","20"
"520","20"
"521","20"
"522","20"
"523","21"
"524","21"
"525","21"
"526","21"
"527","21"
"528","21"
"529","21"
"530","21"
"531","21"
"532","21"
"533","21"
"534","21"
"535","21"
"536","22"
"537","22"
"538","22"
"539","22"
"540","22"
"541","22"
"542","22"
"543","22"
"544","22"
"545","22"
"546","22"
"547","22"
"548","22"
"549","22"
"550","22"
"551","22"
"552","22"
"553","23"
"554","23"
"555","23"
"556","23"
"557","23"
"558","23"
"559","23"
"560","24"
"561","24"
"562","24"
"563","24"
"564","24"
"565","24"
"566","24"
"567","24"
"568","24"
"569","24"
"570","24"
"571","24"
"572","24"
"573","24"
"574","25"
"575","25"
"576","25"
"577","25"
"578","25"
"579","25"
"580","25"
"581","25"
"582","25"
"583","25"
"584","25"
"585","25"
"586","25"
"587","25"
"588","25"
"589","25"
"590","25"
"591","25"
"592","25"
"593","25"
"594","25"
"595","25"
"596","26"
"597","26"
"598","26"
"599","26"
"600","26"
"601","26"
"602","26"
"603","26"
"604","26"
"605","26"
"606","26"
"607","26"
"608","26"
"609","26"
"610","27"
"611","27"
"612","27"
"613","27"
"614","27"
"615","27"
"616","27"
"617","27"
"618","27"
"619","27"
"620","27"
"621","28"
"622","28"
"623","28"
"624","29"
"625","29"
"626","29"
"627","29"
"628","29"
"629","30"
"630","30"
"631","30"
"632","30"
"633","30"
"634","30"
"635","30"
"636","30"
"637","30"
"638","30"
"639","30"
"640","30"
"641","30"
"642","30"
"643","30"
"644","30"
"645","30"
"646","30"
"647","30"
"648","30"
"649","30"
"650","30"
"651","30"
"652","30"
"653","31"
"654","31"
"655","31"
"656","31"
"657","31"
"658","31"
"659","31"
"660","31"
"661","31"
"662","31"
"663","31"
"664","31"
"665","31"
"666","31"
"667","31"
"668","31"
"669","31"
"670","31"
"671","31"
"672","31"
"673","31"
"674","31"
"675","32"
"676","32"
"677","32"
"678","32"
"679","32"
"680","32"
"681","32"
"682","32"
"683","32"
"684","32"
"685","32"
"686","32"
"687","32"
"688","32"
"689","32"
"690","32"
"691","32"
"692","32"
"693","32"
"694","32"
"695","32"
"696","32"
"697","32"
"698","32"
"699","32"
"700","32"
"701","32"
"702","33"
"703","33"
"704","33"
"705","33"
"706","33"
"707","33"
"708","33"
"709","33"
"710","33"
"711","33"
"712","33"
"713","33"
"714","33"
"715","34"
"716","34"
"717","34"
"718","34"
"719","34"
"720","34"
"721","35"
"722","35"
"723","35"
"724","35"
"725","35"
"726","35"
"727","35"
"728","35"
"729","35"
"730","35"
"731","35"
"732","35"
"733","35"
"734","35"
"735","35"
"736","35"
"737","35"
"738","35"
"739","35"
"740","35"
"741","35"
"742","35"
"743","35"
"744","35"
"745","35"
"746","35"
"747","35"
"748","35"
"749","35"
"750","35"
"751","35"
"752","35"
"753","35"
"754","35"
"755","36"
"756","36"
"757","36"
"758","36"
"759","36"
"760","36"
"761","36"
"762","36"
"763","36"
"764","36"
"765","37"
"766","37"
"767","37"
"768","37"
"769","37"
"770","37"
"771","37"
"772","37"
"773","37"
"774","37"
"775","38"
"776","38"
"777","38"
"778","38"
"779","38"
"780","38"
"781","38"
"782","38"
"783","38"
"784","38"
"785","39"
"786","39"
"787","39"
"788","39"
"789","39"
"790","39"
"791","39"
"792","39"
"793","39"
"794","40"
"795","40"
"796","40"
"797","40"
"798","40"
"799","40"
"800","40"
"801","40"
"802","41"
"803","41"
"804","41"
"805","41"
"806","41"
"807","41"
"808","41"
"809","41"
"810","41"
"811","41"
"812","42"
"813","42"
"814","42"
"815","42"
"816","42"
"817","42"
"818","42"
"819","42"
"820","42"
"821","43"
"822","43"
"823","43"
"824","43"
"825","43"
"826","43"
"827","43"
"828","43"
"829","43"
"830","43"
"831","44"
"832","44"
"833","44"
"834","44"
"835","44"
"836","44"
"837","44"
"838","44"
"839","44"
"840","44"
"841","45"
"842","45"
"843","45"
"844","45"
"845","45"
"846","45"
"847","45"
"848","45"
"849","45"
"850","45"
"851","46"
"852","46"
"853","46"
"854","46"
"855","46"
"856","46"
"857","46"
"858","46"
"859","46"
"860","47"
"861","47"
"862","47"
"863","47"
"864","47"
"865","47"
"866","47"
"867","47"
"868","47"
"869","47"
"870","48"
"871","48"
"872","48"
"873","48"
"874","48"
"875","48"
"876","48"
"877","48"
"878","48"
"879","48"
"880","49"
"881","49"
"882","49"
"883","49"
"884","49"
"885","49"
"886","49"
"887","49"
"888","49"
"889","50"
"890","50"
"891","50"
"892","50"
"893","50"
"894","50"
"895","50"
"896","50"
"897","50"
"898","50"
"899","51"
"900","51"
"901","51"
"902","51"
"903","51"
"904","51"
"905","51"
"906","51"
"907","51"
"908","51"
"909","52"
"910","52"
"911","52"
"912","52"
"913","52"
"914","52"
"915","52"
"916","52"
"917","52"
"918","52"
"919","52"
"920","52"
"921","52"
"922","52"
"923","52"
"924","52"
"925","52"
"926","52"
"927","52"
"928","52"
"929","52"
"930","52"
"931","52"
"932","52"
"933","52"
"934","52"
"935","52"
"936","52"
"937","52"
"938","53"
"939","53"
"940","53"
"941","53"
"942","53"
"943","53"
"944","53"
"945","53"
"946","53"
"947","53"
"948","53"
"949","53"
"950","53"
"951","53"
"952","53"
"953","53"
"954","53"
"955","53"
"956","53"
"957","53"
"958","53"
"959","53"
"960","53"
"961","53"
"962","53"
"963","54"
"964","54"
"965","54"
"966","54"
"967","54"
"968","54"
"969","54"
"970","54"
"971","54"
"972","55"
"973","55"
"974","55"
"975","55"
"976","55"
"977","55"
"978","55"
"979","55"
"980","55"
"981","55"
"982","55"
"983","55"
"984","55"
"985","55"
"986","56"
"987","56"
"988","56"
"989","56"
"990","56"
"991","56"
"992","56"
"993","56"
"994","56"
"995","56"
"996","56"
"997","56"
"998","56"
"999","56"
"1000","56"
"1001","56"
"1002","56"
"1003","56"
"1004","56"
"1005","56"
"1006","56"
"1007","56"
"1008","56"
"1009","56"
"1010","56"
"1011","57"
"1012","57"
"1013","57"
"1014","57"
"1015","57"
"1016","57"
"1017","57"
"1018","57"
"1019","57"
"1020","57"
"1021","57"
"1022","57"
"1023","57"
"1024","57"
"1025","57"
"1026","57"
"1027","57"
"1028","58"
"1029","58"
"1030","58"
"1031","58"
"1032","58"
"1033","58"
"1034","58"
"1035","58"
"1036","58"
"1037","58"
"1038","58"
"1039","58"
"1040","58"
"1041","58"
"1042","58"
"1043","58"
"1044","59"
"1045","59"
"1046","59"
"1047","59"
"1048","59"
"1049","59"
"1050","59"
"1051","59"
"1052","59"
"1053","59"
"1054","59"
"1055","60"
"1056","60"
"1057","60"
"1058","60"
"1059","60"
"1060","60"
"1061","60"
"1062","60"
"1063","60"
"1064","60"
"1065","60"
"1066","60"
"1067","60"
"1068","60"
"1069","60"
"1070","60"
"1071","60"
"1072","60"
"1073","61"
"1074","61"
"1075","61"
"1076","61"
"1077","61"
"1078","61"
"1079","61"
"1080","61"
"1081","61"
"1082","61"
"1083","61"
"1084","61"
"1085","61"
"1086","61"
"1087","61"
"1088","61"
"1089","61"
"1090","61"
"1091","61"
"1092","61"
"1093","62"
"1094","62"
"1095","62"
"1096","62"
"1097","62"
"1098","62"
"1099","62"
"1100","62"
"1101","62"
"1102","62"
"1103","62"
"1104","62"
"1105","62"
"1106","62"
"1107","62"
"1108","62"
"1109","62"
"1110","62"
"1111","62"
"1112","63"
"1113","63"
"1114","63"
"1115","63"
"1116","63"
"1117","63"
"1118","63"
"1119","63"
"1120","63"
"1121","63"
"1122","63"
"1123","63"
"1124","63"
"1125","63"
"1126","63"
"1127","63"
"1128","63"
"1129","63"
"1130","64"
"1131","64"
"1132","64"
"1133","64"
"1134","64"
"1135","64"
"1136","64"
"1137","64"
"1138","64"
"1139","64"
"1140","64"
"1141","64"
"1142","64"
"1143","64"
"1144","64"
"1145","64"
"1146","64"
"1147","64"
"1148","64"
"1149","65"
"1150","65"
"1151","65"
"1152","65"
"1153","65"
"1154","65"
"1155","65"
"1156","65"
"1157","65"
"1158","65"
"1159","65"
"1160","65"
"1161","65"
"1162","65"
"1163","65"
"1164","65"
"1165","65"
"1166","65"
"1167","66"
"1168","66"
"1169","66"
"1170","66"
"1171","66"
"1172","66"
"1173","66"
"1174","66"
"1175","66"
"1176","66"
"1177","66"
"1178","66"
"1179","66"
"1180","66"
"1181","66"
"1182","66"
"1183","66"
"1184","66"
"1185","66"
"1186","66"
"1187","67"
"1188","67"
"1189","67"
"1190","67"
"1191","67"
"1192","67"
"1193","67"
"1194","67"
"1195","68"
"1196","68"
"1197","68"
"1198","68"
"1199","68"
"1200","68"
"1201","68"
"1202","68"
"1203","68"
"1204","68"
"1205","68"
"1206","68"
"1207","68"
"1208","68"
"1209","68"
"1210","68"
"1211","68"
"1212","68"
"1213","69"
"1214","69"
"1215","69"
"1216","69"
"1217","69"
"1218","69"
"1219","69"
"1220","70"
"1221","70"
"1222","70"
"1223","70"
"1224","70"
"1225","70"
"1226","70"
"1227","70"
"1228","70"
"1229","70"
"1230","70"
"1231","70"
"1232","70"
"1233","70"
"1234","70"
"1235","70"
"1236","70"
"1237","70"
"1238","70"
"1239","70"
"1240","71"
"1241","71"
"1242","71"
"1243","71"
"1244","71"
"1245","71"
"1246","71"
"1247","71"
"1248","72"
"1249","72"
"1250","72"
"1251","72"
"1252","72"
"1253","72"
"1254","72"
"1255","72"
"1256","72"
"1257","72"
"1258","72"
"1259","72"
"1260","72"
"1261","72"
"1262","72"
"1263","72"
"1264","73"
"1265","73"
"1266","73"
"1267","73"
"1268","73"
"1269","73"
"1270","73"
"1271","73"
"1272","73"
"1273","73"
"1274","73"
"1275","73"
"1276","73"
"1277","73"
"1278","73"
"1279","73"
"1280","74"
"1281","74"
"1282","74"
"1283","74"
"1284","74"
"1285","74"
"1286","74"
"1287","74"
"1288","74"
"1289","74"
"1290","74"
"1291","74"
"1292","74"
"1293","74"
"1294","74"
"1295","75"
"1296","75"
"1297","75"
"1298","75"
"1299","75"
"1300","75"
"1301","75"
"1302","75"
"1303","75"
"1304","75"
"1305","75"
"1306","75"
"1307","75"
"1308","75"
"1309","75"
"1310","75"
"1311","76"
"1312","76"
"1313","76"
"1314","76"
"1315","76"
"1316","76"
"1317","76"
"1318","76"
"1319","76"
"1320","76"
"1321","76"
"1322","76"
"1323","77"
"1324","77"
"1325","77"
"1326","77"
"1327","77"
"1328","77"
"1329","77"
"1330","78"
"1331","78"
"1332","78"
"1333","78"
"1334","78"
"1335","78"
"1336","78"
"1337","78"
"1338","78"
"1339","78"
"1340","78"
"1341","78"
"1342","79"
"1343","79"
"1344","79"
"1345","79"
"1346","79"
"1347","79"
"1348","79"
"1349","79"
"1350","79"
