"","x"
"1874","2006"
"1875","2006"
"1876","2006"
"1877","2006"
"1878","2006"
"1879","2006"
"1880","2006"
"1881","2006"
"1882","2006"
"1883","2006"
"1884","2006"
"1885","2006"
"1886","2006"
"1887","2006"
"1888","2005"
"1889","2005"
"1890","2006"
"1891","2005"
"1892","2005"
"1893","2005"
"1894","2006"
"1895","2006"
"1896","2006"
"1897","2006"
"1898","2006"
"1899","2006"
"1900","2005"
"1901","2005"
"1902","2006"
"1903","2006"
